salary_id,employer_name,location_state,location_country,location_latitude,location_longitude,job_title,job_title_category,job_title_rank,total_experience_years,employer_experience_years,annual_base_pay,signing_bonus,annual_bonus,stock_value_bonus,comments,submitted_at,total_experience_years_d
2450,comsip,,,,,icaps,Other,,2.0,2.0,35.0,,4.0,,,3/21/2016 21:26,other
2452,series a - startup,,,,,web lead engineer,Web,,,5.0,165000.0,0.0,10000.0,I will tell you when there is a liquidity event,,3/21/2016 21:27,other
2453,bigcommerce,,,,,software engineer 2,Software,2,5.0,2.0,159500.0,0.0,0.0,30000,,3/21/2016 21:27,other
2455,hft,,,,,software engineer,Software,,6.0,0.5,160000.0,20000.0,40000.0,,,3/21/2016 21:27,other
2456,finance,,,,,technical development manager,Management,,10.0,1.0,141000.0,,600.0,,,3/21/2016 21:27,other
2458,twilio,,,,,director,Management,,5.0,2.0,190000.0,0.0,0.0,"100,000",,3/21/2016 21:28,other
2459,amazon web services,,,,,software development engineer 2,Software,2,5.0,3.0,130000.0,20000.0,,40000,,3/21/2016 21:29,other
2461,-----,NY,US,38.0,-97.0,software developer,Software,,6.0,2.5,90000.0,0.0,5000.0,0,This is a Non-Profit Organization,3/21/2016 21:30,other
2462,marketing agency,TX,US,30.26,-97.74,product manager / project manager,Management,,12.0,1.0,115000.0,0.0,17250.0,0,Bonus based on performance... but also informal sales quota.  I have to be involved with project sales to earn a bonus.,3/21/2016 21:32,overDecade
2464,teespring,,,,,software engineer,Software,,8.0,2.0,125.0,,,,,3/21/2016 21:36,other
2467,amazon,,,,,sde1,Software,1,2.0,2.0,57516.0,17255.0,0.0,7189,Quantities are converted to USD,3/21/2016 21:38,other
2468,yumbles,,CY,35.0,33.0,customer service,Other,,5.0,0.0,12000.0,0.0,0.0,0,Bad pay bad atmosphere avoid,3/21/2016 21:38,other
2469,small startup,,,,,support engineer,Engineering,,2.0,1.0,75000.0,0.0,0.0,0,"Something like 35,000 worthless RSUs",3/21/2016 21:39,other
2470,ge,LA,US,30.06,-89.93,software engineer,Software,,2.0,2.0,64000.0,0.0,0.0,0,,3/21/2016 21:39,other
2472,fintech,CA,US,37.77,-122.41,devops,Operations,,6.0,1.0,140000.0,10000.0,,,,3/21/2016 21:40,other
2475,yumbles,,CY,35.0,33.0,marketing manager,Management,,3.0,0.0,18000.0,0.0,0.0,0,Say no,3/21/2016 21:42,other
2476,paypal,,,,,android developer (soft eng ii),Software,,2.0,2.0,100000.0,2000.0,5000.0,10%,,3/21/2016 21:42,other
2478,pariveda solutions,WA,US,38.0,-97.0,consultant 2,Other,2,1.5,1.5,77000.0,5000.0,0.0,,,3/21/2016 21:42,other
2479,tiny grant-funded company,,,,,software engineer,Software,,10.0,2.0,128000.0,0.0,0.0,0,,3/21/2016 21:43,other
2480,square,,,,,software engineer,Software,,10.0,1.5,150000.0,0.0,,15000,,3/21/2016 21:44,other
2481,google,,,,,test engineer,Engineering,,3.0,2.0,126000.0,0.0,25000.0,"30,000",,3/21/2016 21:45,other
2482,oracle,,,,,architect,Other,,20.0,1.0,175000.0,0.0,0.0,25000,Pays the bills - Huge Bureaucracy,3/21/2016 21:45,overDecade
2483,carnegie mellon,PA,US,40.35,-79.9,research programmer,Other,,3.0,3.0,65000.0,0.0,0.0,0,,3/21/2016 21:45,other
2487,amazon,,,,,sde i,Software,1,2.0,2.0,92000.0,20000.0,0.0,"Initial grant of 53K vesting 5%, 15%, then 20% each 6 months",,3/21/2016 21:47,other
2488,housing,,,,,devops engineer,Engineering,,2.5,1.0,21027.0,0.0,0.0,0,Good work culture,3/21/2016 21:47,other
2489,mid size,,,,,senior software engineer,Software,Senior,8.0,2.5,140000.0,0.0,14000.0,0,stock option is kinda worthless i'm now finding out,3/21/2016 21:47,other
2491,browserstack,,IN,20.0,77.0,software developer,Software,,1.0,1.0,1500000.0,,,,,3/21/2016 21:48,other
2492,google,,,,,program manager,Management,,4.0,2.0,110000.0,5000.0,19000.0,20000,,3/21/2016 21:48,other
2493,amazon,,,,,game developer,Software,,8.0,0.0,130000.0,0.0,30000.0,,"30k bonus year 1, 25k year 2, RSUs after.",3/21/2016 21:49,other
2494,netflix,CA,US,37.22,-121.99,senior software engineer,Software,Senior,10.0,2.0,330000.0,,,,,3/21/2016 21:49,other
2497,google,CA,US,37.41,-122.05,software engineer,Software,,6.0,1.0,155000.0,50000.0,24000.0,150000,,3/21/2016 21:50,other
2498,major bank,WA,US,38.0,-97.0,senior software engineer,Software,Senior,5.0,1.0,135000.0,10000.0,13000.0,"4,000",,3/21/2016 21:51,other
2501,facebook,NY,US,38.0,-97.0,software engineer,Software,,2.0,2.0,140000.0,75000.0,25000.0,60000,,3/21/2016 21:52,other
2502,microsoft,,,,,sde,Software,,2.0,1.0,225000.0,20000.0,,RMB: 50k,,3/21/2016 21:52,other
2508,walmart,,,,,software engineer,Software,,3.0,1.0,110000.0,10000.0,17000.0,20000,,3/21/2016 21:57,other
2512,davanti consulting,,NZ,-41.0,174.0,senior consultant (salesforce.com developer),Software,Senior,4.0,1.0,50000.0,,5000.0,,,3/21/2016 21:59,other
2516,shyp,CA,US,37.77,-122.41,engineer,Engineering,,,,145000.0,5000.0,,,,3/21/2016 22:01,other
2518,boeing,,,,,aerospace engineer,Engineering,,5.0,4.0,95000.0,0.0,4000.0,0,,3/21/2016 22:03,other
2519,netflix,,,,,sr software engineer,Software,Senior,10.0,2.0,400000.0,,,,,3/21/2016 22:03,other
2522,us navy,,,,,computer scientist,Software,,3.0,3.0,58000.0,5000.0,1000.0,0,DP3-1550,3/21/2016 22:04,other
2523,zoho,,,,,project manager,Management,,4.0,1.0,900000.0,0.0,75000.0,0,,3/21/2016 22:05,other
2527,qualcomm,,IN,20.0,77.0,associate engineer,Engineering,,1.5,1.5,14000.0,2250.0,,2500,,3/21/2016 22:06,other
2528,time warner cable,TX,US,38.0,-97.0,network engineer 2,Engineering,2,4.0,2.0,66000.0,0.0,4100.0,0,,3/21/2016 22:07,other
2530,startup,,,,,product manager,Management,,3.0,1.5,89000.0,0.0,16000.0,"5,000",,3/21/2016 22:07,other
2531,facebook,,,,,software engineer,Software,,4.0,1.0,128000.0,25000.0,12000.0,150000,,3/21/2016 22:07,other
2532,walmart,,,,,staff engineer,Engineering,,19.0,7.0,164000.0,0.0,33000.0,60000,,3/21/2016 22:08,overDecade
2533,acuta,,RU,60.0,100.0,security testing engineer,Engineering,,2.0,1.0,7950.0,,,,Russia,3/21/2016 22:09,other
2534,driveu,,IN,20.0,77.0,platform engineer,Engineering,,2.0,0.0,13530.0,0.0,,,Toxic work environment. Heavy hierarchy. I'm not surprised there's no Signing Bonus or Annual Bonus.,3/21/2016 22:09,other
2536,weishen industrial pvt ltd,,SG,1.37,103.8,operation execurive,Management,,5.0,3.5,32000.0,0.0,0.0,0,,3/21/2016 22:12,other
2537,payments product startup,,IN,20.0,77.0,software engineer,Software,,3.0,0.5,,,,,,3/21/2016 22:12,other
2538,bloomreach,,IN,20.0,77.0,software engineer,Software,,6.0,,40000.0,,5000.0,,,3/21/2016 22:13,other
2539,cisco,,,,,software engineer,Software,,1.5,1.5,110000.0,15000.0,22000.0,36000,,3/21/2016 22:14,other
2540,google,,,,,software engineer,Software,,2.0,0.0,115000.0,0.0,17000.0,46000,,3/21/2016 22:14,other
2544,amazon,,,,,sde,Software,,7.0,5.0,125000.0,,,,,3/21/2016 22:22,other
2547,amazon,,,,,software development engineer ii,Software,2,3.5,3.5,113000.0,39000.0,,48111,,3/21/2016 22:24,other
2549,unnamed hardware startup,,,,,electrical design engineer,Engineering,,6.0,1.0,150000.0,,,0.50%,,3/21/2016 22:26,other
2550,ibm watson,,,,,software engineer,Software,,1.0,1.0,87000.0,5000.0,500.0,0,"They match my 401K up to 5%. For more senior employees, 6%.",3/21/2016 22:27,other
2551,series b startup,,,,,software engineer,Software,,15.0,3.5,160000.0,0.0,30000.0,,"Got large option grant to start; no refresher grants; $35,000/year salary increase since starting",3/21/2016 22:27,overDecade
2555,manulife,,SG,1.37,103.8,data scientist,Data,,7.0,0.0,123000.0,2200.0,20000.0,0,,3/21/2016 22:28,other
2556,netapp,,,,,mts iv,Other,4,10.0,2.0,157000.0,5000.0,12000.0,4800,,3/21/2016 22:28,other
2557,box,CA,US,37.46,-122.24,staff software engineer,Software,,11.0,2.0,210000.0,100000.0,0.0,"50,000",,3/21/2016 22:29,overDecade
2560,gaming startup 50 employees,,,,,product manager,Management,,4.0,1.0,100000.0,0.0,0.0,8000,Very annoyed about the company's culture of asking all employees to take a pay cut...not sure if I negotiated poorly or if it's just the nature of the gaming industry,3/21/2016 22:31,other
2565,thoughtworks,,IN,20.0,77.0,application developer,Software,,3.5,3.5,10000.0,0.0,0.0,0,It sucks big time !! Lesser experienced people in not so great companies earn much more :(,3/21/2016 22:35,other
2568,economic consulting,CA,US,38.0,-97.0,economist,Other,,1.0,1.0,200000.0,50000.0,25000.0,0,,3/21/2016 22:36,other
2569,intel,,,,,swe,Software,,0.0,1.0,90000.0,7000.0,5.0,0,,3/21/2016 22:37,other
2571,microsoft,,,,,senior software engineet,Software,Senior,8.0,1.0,180000.0,15000.0,30000.0,"10,000",,3/21/2016 22:39,other
2574,own,,,,,consultant,Other,,10.0,3.0,100000.0,0.0,20000.0,0,,3/21/2016 22:43,other
2575,mozilla,,,,,senior software engineer,Software,Senior,8.0,4.5,125000.0,10000.0,50000.0,0,,3/21/2016 22:43,other
2576,llnl,,,,,computer scientist (ses.4),Applied Science,,14.0,6.0,182000.0,0.0,2700.0,0,,3/21/2016 22:44,overDecade
2579,twitter,,,,,software engineer ii,Software,2,4.0,0.0,115000.0,0.0,11000.0,22500,,3/21/2016 22:45,other
2580,veritas llc,,,,,principal software engineer,Software,,15.0,11.0,132000.0,0.0,8000.0,0,,3/21/2016 22:46,overDecade
2584,amazon,,,,,software development engineer ii,Software,2,8.0,2.0,167000.0,25000.0,,25000,,3/21/2016 22:50,other
2585,sncf,,FR,46.0,2.0,embedded systems developer,Software,,6.0,1.0,25000.0,,,,Okay salary for france and low level degree,3/21/2016 22:50,other
2587,self,,,,,ios freelance,Other,,9.0,2.0,260000.0,0.0,0.0,0,,3/21/2016 22:52,other
2588,cal fire,CA,US,38.58,-121.49,systems software specliast i,Software,1,11.0,0.0,82000.0,0.0,0.0,0,,3/21/2016 22:53,overDecade
2590,gameforge,,DE,51.0,9.0,lead developer,Software,,15.0,,72000.0,0.0,0.0,0,,3/21/2016 22:54,overDecade
2593,justin.tv,,,,,communist sympathizer engineer,Engineering,,7.0,3.0,140.0,10.0,10.0,200,,3/21/2016 22:56,other
2594,raytheon,,,,,electrical engineer,Engineering,,0.0,1.0,74000.0,0.0,0.0,0,,3/21/2016 22:57,other
2595,50 person startup,,,,,senior software engineer,Software,Senior,7.0,4.0,180000.0,20000.0,0.0,5000,,3/21/2016 22:58,other
2600,google,,,,,software engineer,Software,,1.0,1.0,136.0,10.0,20.0,40,,3/21/2016 23:04,other
2603,apple,,,,,software engineer,Software,,5.0,1.0,160000.0,30000.0,12000.0,100000,,3/21/2016 23:07,other
2604,lawrence livermore national laboratory,CA,US,37.68,-121.75,computer scientist,Software,,3.75,3.75,128500.0,5000.0,0.0,0%,"401(k): 100% match up to 6%, plus 3.5% whether or not I contribute anything",3/21/2016 23:08,other
2605,series c startup,,,,,software engineer,Software,,1.0,1.0,109000.0,,,250000+,"Got stock option at series A level, now worth 1m+",3/21/2016 23:11,other
2608,google,,,,,se (level 4),Other,,2.0,1.0,145000.0,30000.0,15.0,68000,PhD degree,3/21/2016 23:14,other
2609,amazon,WA,US,47.61,-122.33,sdet,Software,,1.5,1.5,92000.0,,,,,3/21/2016 23:14,other
2612,~20 person startup,,,,,software engineer,Software,,0.0,0.0,85000.0,0.0,0.0,,,3/21/2016 23:20,other
2613,hired,CA,US,37.77,-122.41,product engineer,Engineering,,3.0,0.0,135000.0,0.0,0.0,20000,,3/21/2016 23:20,other
2614,kalibrr,,PH,13.0,122.0,product designer,Other,,4.0,1.0,10000.0,0.0,1000.0,0,,3/21/2016 23:21,other
2616,ge digital,CA,US,37.76,-121.93,software business operations analyst,Data,,3.0,1.0,95000.0,10000.0,,,,3/21/2016 23:22,other
2619,boeing,WA,US,47.61,-122.33,devops - it rotation program,Other,,2.0,2.0,72000.0,5000.0,4000.0,,"No Stock Options, but great 401k match(if you're into that kind of thing)",3/21/2016 23:24,other
2620,government,,GR,39.0,22.0,forensic examiner,Other,,6.0,4.0,22176.0,0.0,0.0,0,,3/21/2016 23:26,other
2621,cisco,,,,,it engineer,Engineering,,2.5,2.5,88000.0,10000.0,4400.0,0,,3/21/2016 23:27,other
2623,techlogix,,PK,30.0,70.0,software engineer,Software,,1.0,1.0,600000.0,,,,,3/21/2016 23:29,other
2625,facebook,,,,,production engineer,Engineering,,3.0,2.0,140000.0,10000.0,10.0,35000,,3/21/2016 23:30,other
2626,secret,,,,,software developer,Software,,16.0,16.0,40500.0,0.0,0.0,0,,3/21/2016 23:32,overDecade
2627,broadcom,,,,,firmware engineer,Engineering,,4.0,4.0,95000.0,4500.0,10000.0,10000,,3/21/2016 23:33,other
2631,sioux embedded systems,,NL,52.5,5.75,senior software engineer,Software,Senior,3.0,3.0,41000.0,0.0,0.0,0,,3/21/2016 23:37,other
2632,amazon,,,,,sde ii,Software,2,4.0,1.5,105000.0,60000.0,,90000,,3/21/2016 23:38,other
2633,fred,,,,,feather stacker,Other,,23.0,12.0,10000.0,4600.0,2000.0,2380,test,3/21/2016 23:42,overDecade
2634,ram,,,,,sr. software eng.,Software,Senior,3.0,3.0,52000.0,5200.0,1400.0,12500,,3/21/2016 23:42,other
2635,voicempower,,,,,software developer,Software,,6.0,3.0,11000.0,,,,,3/21/2016 23:44,other
2636,juniper networks,CA,US,37.38,-122.01,software engineer,Software,,6.0,5.0,120000.0,10000.0,17000.0,0,,3/21/2016 23:44,other
2637,ibm research africa,,KE,1.0,38.0,software application developer,Software,,2.0,1.5,14000.0,0.0,0.0,0,IBM treats local developers like shit,3/21/2016 23:48,other
2638,freshdesk,,,,,product developer,Software,,4.0,0.25,16543.0,,,,don't know much about stocks,3/21/2016 23:48,other
2639,test,,,,,testy,Other,,8.0,5.0,60000.0,1000.0,1000.0,,,3/21/2016 23:49,other
2642,fpt software,,VN,16.17,107.83,software developer,Software,,1.0,1.0,3400.0,,,,3rd world slavery,3/21/2016 23:54,other
2643,linkedin,,,,,sr software engineer,Software,Senior,8.0,1.0,165000.0,25.0,8800.0,75000,,3/21/2016 23:55,other
2644,grab,,SG,1.37,103.8,product manager,Management,,3.0,1.0,90000.0,2000.0,15000.0,5000,,3/21/2016 23:56,other
2646,amazon,,,,,sde ii,Software,2,15.0,3.0,87000.0,8000.0,,32000,,3/21/2016 23:57,overDecade
2649,twitter,,,,,software engineer ii,Software,2,3.0,2.0,155000.0,,,75000,,3/21/2016 23:58,other
2650,apple,,,,,software engineering manager,Management,,10.0,2.0,160000.0,100000.0,20000.0,,,3/21/2016 23:58,other
2653,atlassian,,,,,senior software engineer,Software,Senior,6.0,1.0,155000.0,0.0,75000.0,25000,,3/22/2016 0:01,other
2655,gumtree,,,,,software engineer,Software,,15.0,5.0,118026.0,,7110.0,"å£5,000",,3/22/2016 0:02,overDecade
2658,series b startup,,,,,engineer,Engineering,,7.0,1.0,170000.0,0.0,0.0,0.10%,,3/22/2016 0:06,other
2660,employer,,,,,job title *,Other,,1.0,1.0,1000.0,100.0,100.0,100,,3/22/2016 0:06,other
2661,amazon,WA,US,47.61,-122.33,software development engineer (sde i),Software,,1.0,1.0,100000.0,25000.0,,"25,000",,3/22/2016 0:06,other
2663,kimetrica,,,,,software developer,Software,,5.0,2.0,6031.04,,,None,,3/22/2016 0:07,other
2665,dr.agarwals eye hospital,,,,,vice president,Management,,3.0,1.0,240000.0,0.0,20000.0,2.50%,,3/22/2016 0:08,other
2666,self employed,,NL,52.5,5.75,programmer,Other,,8.0,3.0,60000.0,0.0,0.0,0,,3/22/2016 0:08,other
2669,rando consulting,,,,,front-end engineer,Web,,3.0,1.0,75000.0,0.0,0.0,0,,3/22/2016 0:10,other
2671,workday,CA,US,37.65,-121.85,associate application developer,Software,,0.0,0.0,90000.0,10000.0,,,,3/22/2016 0:12,other
2672,private bank,,CH,47.0,8.0,it auditor,Other,,9.0,8.0,130000.0,0.0,10000.0,0,,3/22/2016 0:12,other
2673,small b2b,,DE,51.0,9.0,software developer,Software,,4.0,,73000.0,11000.0,,10000,,3/22/2016 0:13,other
2675,autodesk,,,,,devops engineer,Engineering,,4.0,2.0,125000.0,0.0,12000.0,10000,,3/22/2016 0:14,other
2676,series a funded startup,CA,US,37.77,-122.41,vp of product,Management,,10.0,1.0,145000.0,,,10000,"Startup, granted 0.5% stock options",3/22/2016 0:16,other
2678,sas,,,,,software developer,Software,,3.0,0.0,51192.0,0.0,6399.0,å£0,,3/22/2016 0:19,other
2679,a mbanking company,,BD,24.0,90.0,sr. software engineer,Software,Senior,5.0,0.3,24000.0,,2000.0,,,3/22/2016 0:20,other
2686,capgemini,,ES,40.0,-4.0,senior consultant,Other,Senior,8.0,2.0,24000.0,0.0,0.0,0,,3/22/2016 0:39,other
2687,thoughtworks,,,,,senior consultant,Other,Senior,5.0,1.0,65000.0,,,,,3/22/2016 0:40,other
2689,stinkdigital,,,,,web developer,Web,,1.0,1.0,25000.0,0.0,0.0,0,,3/22/2016 0:41,other
2691,stinkdigital,,,,,web developer,Web,,1.0,1.0,25000.0,0.0,0.0,0,,3/22/2016 0:42,other
2692,99designs,,AU,-27.0,133.0,developer,Software,,5.0,3.0,75000.0,1000.0,500.0,,,3/22/2016 0:43,other
2694,zenefits,,,,,software engineer,Software,,4.0,1.0,146000.0,0.0,0.0,,,3/22/2016 0:45,other
2697,large tech coy,,SG,1.37,103.8,senior software engineer,Software,Senior,6.0,1.0,103000.0,0.0,0.0,38000 SGD / year,,3/22/2016 0:51,other
2701,small b2b software consultancy,,MD,47.0,29.0,senior software engineer,Software,Senior,8.0,5.0,25000.0,0.0,0.0,0,US-based company. Salary in USD (net),3/22/2016 0:56,other
2703,ddime,,,,,developer,Software,,6.0,3.0,100000.0,3000.0,900.0,1000,,3/22/2016 0:56,other
2708,:),,HK,22.27,114.19,junior software engineer,Software,Junior,1.0,1.0,0.0,0.0,0.0,0,,3/22/2016 1:02,other
2712,brd,,,,,lead developer,Software,,2.5,0.0,55000.0,,,,Just started,3/22/2016 1:04,other
2713,small company,,,,,software developer,Software,,1.0,1.0,70000.0,0.0,0.0,0,,3/22/2016 1:07,other
2716,fast fashion retailer,,SE,62.0,15.0,application expert,Other,,1.5,1.5,46500.0,0.0,0.0,0,Converted SEK to USD,3/22/2016 1:11,other
2717,ml,,VN,16.17,107.83,software developer,Software,,4.0,4.0,20000.0,0.0,0.0,0,,3/22/2016 1:13,other
2720,intuit,CA,US,37.41,-122.05,software engineer i,Software,1,1.0,1.0,100000.0,5000.0,10000.0,"20,000",,3/22/2016 1:16,other
2722,fyber,,,,,senior engineer,Engineering,Senior,10.0,2.0,65000.0,,,,,3/22/2016 1:20,other
2724,small tech company,MI,US,38.0,-97.0,devops,Operations,,1.0,1.0,55000.0,0.0,,0,,3/22/2016 1:22,other
2725,dd,,,,,sffssf,Other,,2.0,2.0,200000.0,0.0,0.0,0,,3/22/2016 1:23,other
2728,technical  of brunswick,,DE,51.0,9.0,apprentice as software developer,Software,,6.0,1.0,10000.0,,,,,3/22/2016 1:25,other
2735,intel,OR,US,45.44,-122.52,validation engineer,Engineering,,4.0,3.0,80000.0,5000.0,7000.0,,,3/22/2016 1:32,other
2742,kt,IL,US,41.85,-87.65,software developer,Software,,5.0,2.0,80000.0,0.0,0.0,0,,3/22/2016 1:37,other
2744,optus,,,,,ios developer,Software,,1.0,1.0,60000.0,,6000.0,,,3/22/2016 1:40,other
2745,freelance,,MA,32.0,-5.0,software enginere,Software,,6.0,1.0,60000.0,0.0,0.0,0,,3/22/2016 1:41,other
2747,navaru,,OM,21.0,57.0,frontend developer,Web,,8.0,5.0,2400.0,,,,,3/22/2016 1:42,other
2751,non-start-up (~100 employees),,NL,52.5,5.75,r&d sw engineer,Engineering,,18.0,,60000.0,,4500.0,,,3/22/2016 1:45,overDecade
2758,mintlab,,,,,senior developer,Software,Senior,7.0,3.5,58240.0,,,,,3/22/2016 1:51,other
2762,education it,,,,,junior software developer,Software,Junior,2.0,2.0,45000.0,0.0,0.0,1500,,3/22/2016 1:59,other
2764,cluster reply srl,,IT,42.83,12.83,senior consultant,Other,Senior,5.0,4.0,34000.0,0.0,4000.0,0,,3/22/2016 1:59,other
2766,small italian consultancy firm (50+),,IT,42.83,12.83,senior software developer,Software,Senior,8.0,2.0,26000.0,,2000.0,None,,3/22/2016 2:02,other
2767,facebook,CA,US,37.45,-122.17,software engineering intern,Software,Intern,0.0,0.25,8400.0,0.0,0.0,0,,3/22/2016 2:05,other
2768,startup,,,,,technical lead,Software,,10.0,1.0,68000.0,0.0,0.0,0,,3/22/2016 2:06,other
2771,some call centre,,,,,junior developer,Software,Junior,3.0,1.0,28440.0,,,-,,3/22/2016 2:09,other
2772,cisco,,IL,31.47,35.13,system engineer,Engineering,,4.0,4.0,85000.0,0.0,10000.0,5000,,3/22/2016 2:12,other
2773,industrial company,,MA,32.0,-5.0,finance manager,Management,,3.0,0.0,13200.0,0.0,,0,,3/22/2016 2:17,other
2774,small company,,,,,software developer,Software,,5.0,0.5,88164.0,0.0,2844.0,0,,3/22/2016 2:19,other
2777,stock broker,,ES,40.0,-4.0,junior web developer,Web,Junior,1.5,1.5,20000.0,0.0,3000.0,0,First job. started at 16k âÂ,3/22/2016 2:21,other
2779,self-employed,,,,,senior software engineer,Software,Senior,12.0,6.0,60000.0,0.0,0.0,0,,3/22/2016 2:22,overDecade
2780,it minds,,DK,56.0,10.0,it consultent,Other,,2.0,2.0,60000.0,0.0,0.0,0,Student job,3/22/2016 2:23,other
2781,self employed,,,,,full stack web dev (consultant),Web,,19.0,8.0,58000.0,,,,Only really working part-time. About 8-10 days each month.,3/22/2016 2:24,overDecade
2784,sberbank,,RU,60.0,100.0,oracle database developer,Data,,15.0,1.0,24000.0,0.0,0.0,0,,3/22/2016 2:28,overDecade
2785,bob,,,,,director,Management,,10.0,8.0,60000.0,0.0,0.0,0,,3/22/2016 2:28,other
2786,visa,,SG,1.37,103.8,software engineer,Software,,2.0,0.0,50000.0,2500.0,10.0,Not sure,Starting work July 2016,3/22/2016 2:28,other
2789,edmond mcconnel,,,,,linux engineer,Engineering,,5.0,3.0,1520.0,,,,,3/22/2016 2:31,other
2792,health ensurance company,,DE,51.0,9.0,system engineer,Engineering,,10.0,10.0,67200.0,,,,,3/22/2016 2:36,other
2793,fortech s.r.l,,OM,21.0,57.0,senior software engineer,Software,Senior,3.0,1.0,25200.0,0.0,0.0,0,"Flexible schedule, come and go as you want. 40 hours a week. 21 paid days off. Free fruits, snacks, lots of parties. No open floor plan. ",3/22/2016 2:37,other
2794,30 person startup,,DE,51.0,9.0,software engineer,Software,,6.0,1.0,46000.0,,,,Remote,3/22/2016 2:38,other
2797,ab   dalen,,,,,production  manager,Management,,10.0,6.0,982032.0,,,,,3/22/2016 2:41,other
2798,us based company,,GR,39.0,22.0,software engineer,Software,,8.0,1.5,97000.0,,2000.0,,,3/22/2016 2:41,other
2799,transplace,SC,US,34.83,-82.37,senior software architect,Software,Senior,5.0,4.0,75000.0,,,,,3/22/2016 2:42,other
2800,funded startup,,,,,senior developer,Software,Senior,5.0,1.0,72000.0,0.0,0.0,0,,3/22/2016 2:42,other
2801,small agency,,IE,53.0,-8.0,senior developer,Software,Senior,15.0,1.0,50000.0,0.0,3000.0,0,,3/22/2016 2:44,overDecade
2803,tut,,ZA,-29.0,24.0,junior lecturer,Other,Junior,15.0,8.0,260000.0,,,,,3/22/2016 2:46,overDecade
2804,n-a,,CH,47.0,8.0,security,Other,,6.0,1.0,115000.0,0.0,0.0,,,3/22/2016 2:46,other
2805,a vfx studio,,,,,software developer,Software,,10.0,5.0,71419.95,0.0,0.0,0,,3/22/2016 2:50,other
2807,microsoft,WA,US,47.61,-122.33,software developer engineer 2,Software,2,7.0,7.0,130000.0,30000.0,12000.0,"7,000",,3/22/2016 2:52,other
2811,nda,,,,,software developer,Software,,2.5,0.5,23000.0,0.0,0.0,0,,3/22/2016 2:58,other
2812,pbs,,,,,tech lead,Software,,9.0,1.0,125000.0,3000.0,,na,,3/22/2016 3:01,other
2813,dimension data,,,,,s/w engineer,Engineering,,,,65000.0,0.0,0.0,0,,3/22/2016 3:02,other
2814,hpe,,,,,software engineer,Software,,0.5,0.5,70200.0,,,,,3/22/2016 3:03,other
2815,livelo,,,,,software engineer,Software,,15.0,1.0,52000.0,,12000.0,,,3/22/2016 3:03,overDecade
2818,reply spa,,IT,42.83,12.83,consultant,Other,,4.0,1.0,31000.0,0.0,2000.0,0,,3/22/2016 3:05,other
2821,general electric,,,,,software engineer,Software,,8.0,1.0,51192.0,0.0,0.0,0,,3/22/2016 3:07,other
2822,tt-netvÌ_rket,,DK,56.0,10.0,student worker,Other,,3.0,3.0,13500.0,,,,Recieving student support from Government,3/22/2016 3:08,other
2823,nokia networks,,,,,working student,Other,,2.0,2.0,12618.0,0.0,0.0,0,,3/22/2016 3:09,other
2824,the univerisity of sheffield (top 5 nationally),,,,,systems developer,Software,,3.0,3.0,35550.0,,,,,3/22/2016 3:09,other
2827,beelert,,,,,chief technology officer,Other,,15.0,1.0,36000.0,0.0,0.0,0,,3/22/2016 3:10,overDecade
2829,mccann,,,,,digital creative,Other,,10.0,1.0,840000.0,0.0,0.0,0,,3/22/2016 3:13,other
2830,cloudreach,,,,,devops engineer,Engineering,,2.0,3.0,20000.0,0.0,0.0,0,,3/22/2016 3:13,other
2831,sully-group,,,,,it engineer,Engineering,,5.0,2.0,25000.0,0.0,300.0,0,,3/22/2016 3:16,other
2832,freelance,,OM,21.0,57.0,software developer,Software,,8.0,1.0,42000.0,,,,,3/22/2016 3:18,other
2833,ghgh,,,,,ghghgh,Other,,56.0,,565656.0,5656.0,566.0,6,,3/22/2016 3:18,overDecade
2834,s,,,,,asdf,Other,,,,,,,asdf,asdf,3/22/2016 3:18,other
2835,ali,,,,,pagla dancer,Other,,9.0,5.0,550000.0,20000.0,200000.0,1555555,,3/22/2016 3:20,other
2836,avast,,,,,security engineer,Engineering,,7.0,3.0,40000.0,0.0,0.0,0,,3/22/2016 3:20,other
2837,china***,,,,,java server,Other,,3.0,2.0,140000.0,,,,i want to say.everyone here present is laji,3/22/2016 3:23,other
2839,early stage startup,,SE,62.0,15.0,head of tech (first engineer),Engineering,,10.0,0.5,73000.0,0.0,0.0,,,3/22/2016 3:25,other
2840,less than 20 employees,,,,,full-stack developer,Web,,1.0,1.0,27600.0,0.0,0.0,0,Mainly self-taught,3/22/2016 3:27,other
2841,goldman sachs,,,,,analyst,Data,,1.0,1.0,39000.0,6000.0,,,,3/22/2016 3:28,other
2844,cisco,,,,,software engineer,Software,,5.0,3.5,68256.0,0.0,17064.0,5000GBP,,3/22/2016 3:33,other
2845,axis communications,,SE,62.0,15.0,experienced software engineer,Software,,9.0,6.0,510000.0,,,,,3/22/2016 3:35,other
2847,oracle,,ZA,-29.0,24.0,software developer,Software,,0.0,1.0,32000.0,,,,,3/22/2016 3:36,other
2848,in the attic ltd,,,,,full stack engineer,Web,,14.0,10.0,149310.0,,,,,3/22/2016 3:37,overDecade
2849,criteo,,,,,senior software engineer,Software,Senior,6.0,1.0,70000.0,,20000.0,5000,,3/22/2016 3:38,other
